ID,CW,c1,ST_c1_Mean,ST_c1_SD,Obs_c1,c2,ST_c2_Mean,ST_c2_SD,Obs_c2,ST_Juhasz,Mandera_c1,Mandera_c2
2451,teabag,tea,5.516,1.503,31,bag,3.400,1.653,30,NA,0.540,0.591
2452,teacake,tea,4.313,1.942,32,cake,5.031,1.692,32,NA,0.479,0.540
2453,teacart,tea,4.688,1.674,32,cart,3.767,1.251,30,NA,NA,NA
2454,teacup,tea,4.968,1.888,31,cup,5.194,1.470,31,NA,0.640,0.616
2455,teahouse,tea,5.387,1.498,31,house,3.933,1.530,30,NA,0.589,0.686
2456,teakettle,tea,4.594,1.701,32,kettle,4.500,2.062,32,NA,0.763,0.768
2457,tealeaf,tea,4.625,1.913,32,leaf,4.969,1.663,32,NA,NA,NA
2458,teammate,team,5.484,1.387,31,mate,4.968,1.378,31,6.36,0.606,0.831
2459,teamwork,team,5.806,1.250,31,work,4.267,1.741,30,6.07,0.581,0.713
2460,teapot,tea,5.250,1.685,32,pot,5.323,1.469,31,NA,0.522,0.592
2461,tearaway,tear,3.677,1.351,31,away,2.938,1.551,32,NA,0.863,0.758
2462,teardrop,tear,5.516,1.805,31,drop,3.233,1.455,30,NA,0.805,0.861
2463,teargas,tear,4.469,2.048,32,gas,4.400,1.453,30,NA,0.759,0.702
2464,tearoom,tea,4.500,1.867,32,room,4.400,1.429,30,5.57,0.643,0.876
2465,teaspoon,tea,4.688,1.786,32,spoon,5.733,1.574,31,NA,0.631,0.681
2466,teatime,tea,5.313,1.424,32,time,4.406,1.766,32,NA,0.621,0.732
2467,teenage,teen,5.906,1.279,32,age,4.500,1.626,32,NA,0.384,0.678
2468,telltale,tell,3.844,1.547,32,tale,4.567,1.431,30,4.43,0.849,0.800
2469,tenderfoot,tender,3.935,1.526,31,foot,3.290,1.790,31,NA,0.811,0.842
2470,tenderloin,tender,3.969,1.656,32,loin,3.833,1.744,30,NA,0.779,0.520
2471,tenfold,ten,4.161,1.695,31,fold,3.469,1.706,32,3.87,0.679,0.811
2472,tenpence,ten,3.219,1.879,32,pence,3.281,2.009,32,NA,NA,NA
2473,tenspot,ten,2.781,1.601,32,spot,2.633,1.245,30,NA,NA,NA
2474,terrycloth,terry,2.581,1.361,31,cloth,4.100,1.845,30,NA,0.836,0.618
2475,textbook,text,5.031,1.470,32,book,5.656,1.045,32,5.93,0.810,0.560
2476,thenceforth,thence,4.129,1.821,31,forth,3.750,1.872,32,NA,0.686,0.764
2477,thereabout,there,3.875,1.581,32,about,3.700,1.622,30,NA,0.911,0.929
2478,thereafter,there,3.813,1.908,32,after,5.467,1.167,30,NA,0.974,0.650
2479,thereby,there,3.281,1.651,32,by,2.484,1.503,31,NA,1.055,0.685
2480,therefore,there,3.032,1.923,31,fore,2.290,1.321,31,NA,0.837,0.887
2481,therefrom,there,3.688,2.070,32,from,3.452,1.776,31,NA,0.819,0.750
2482,therein,there,3.594,1.500,32,in,3.533,2.047,30,NA,0.886,0.847
2483,thereof,there,3.750,1.934,32,of,3.400,1.886,30,NA,0.905,0.748
2484,thereon,there,3.267,1.680,30,on,3.100,1.647,30,NA,0.982,0.853
2485,thereto,there,3.219,1.518,32,to,3.433,1.942,30,NA,0.929,0.892
2486,thereunder,there,3.097,1.513,31,under,3.000,1.693,32,NA,0.869,0.827
2487,thereupon,there,4.063,2.109,32,upon,3.800,1.584,30,NA,0.901,0.690
2488,therewith,there,3.563,1.480,32,with,2.900,1.517,30,NA,0.906,0.792
2489,thoroughbred,thorough,3.375,1.897,32,bred,3.065,1.692,31,4.77,0.940,0.638
2490,thoroughfare,thorough,2.844,1.629,32,fare,3.161,1.809,31,NA,1.018,0.892
2491,threadbare,thread,3.094,1.228,32,bare,3.000,1.762,30,3.38,0.815,0.741
2492,threadlike,thread,4.938,1.501,32,like,2.548,1.502,31,5.33,0.821,0.671
2493,threesome,three,3.968,1.663,31,some,1.875,1.258,32,3.87,0.770,0.756
2494,throughout,through,3.625,1.718,32,out,2.655,1.542,29,3.50,0.755,0.847
2495,throughput,through,3.500,1.723,32,put,2.871,1.746,31,NA,0.889,0.948
2496,throughway,through,3.813,1.615,32,way,3.094,1.675,32,NA,0.893,0.880
2497,throwaway,throw,5.000,2.032,32,away,3.156,1.600,32,NA,0.819,0.864
2498,throwback,throw,3.281,1.905,32,back,3.125,1.769,32,3.29,0.828,0.807
2499,thumbnail,thumb,2.906,1.634,32,nail,3.433,2.128,30,NA,0.792,0.862
2500,thumbscrew,thumb,2.688,1.575,32,screw,3.094,1.440,32,NA,0.788,0.797
2501,thumbtack,thumb,3.594,1.757,32,tack,3.733,1.929,30,NA,0.742,0.839
2502,thunderbolt,thunder,5.156,1.903,32,bolt,4.400,1.850,30,NA,0.608,0.693
2503,thunderclap,thunder,4.188,1.958,32,clap,3.067,1.437,31,NA,0.481,0.697
2504,thundercloud,thunder,4.968,1.643,31,cloud,4.833,1.621,30,NA,0.643,0.647
2505,thunderstorm,thunder,5.531,1.502,32,storm,5.516,1.458,31,NA,0.540,0.407
2506,thunderstruck,thunder,5.129,1.688,31,struck,3.633,1.608,30,NA,0.638,0.669
2507,tidemark,tide,3.875,1.792,32,mark,3.300,1.343,30,NA,0.716,0.901
2508,tidewater,tide,5.258,1.316,31,water,4.483,1.682,30,NA,0.799,0.780
2509,tideway,tide,3.419,1.409,31,way,2.656,1.523,32,NA,0.680,0.951
2510,tiebreak,tie,3.906,2.146,32,break,2.903,1.300,31,NA,NA,NA
2511,tiepin,tie,4.031,1.926,32,pin,4.067,1.874,30,NA,0.981,0.952
2512,tightrope,tight,3.906,1.802,32,rope,4.267,1.437,30,4.46,0.833,0.722
2513,tightwad,tight,2.968,1.426,31,wad,2.625,1.609,32,3.31,0.926,0.870
2514,timberlands,timber,3.516,1.768,31,lands,3.125,1.999,32,NA,NA,NA
2515,timberline,timber,3.290,1.616,31,line,3.313,1.716,32,NA,0.859,0.878
2516,timepiece,time,4.125,2.075,32,piece,3.375,1.567,32,NA,0.826,0.844
2517,timesaving,time,3.742,1.731,31,saving,4.250,1.887,32,NA,0.899,0.753
2518,timetable,time,4.969,1.616,32,table,3.167,1.967,30,NA,0.830,0.885
2519,timeworn,time,3.290,1.847,31,worn,3.344,2.023,32,NA,0.908,0.846
2520,tinderbox,tinder,4.129,1.784,31,box,3.742,1.770,31,NA,0.780,0.828
2521,tinfoil,tin,4.516,1.805,31,foil,4.633,1.829,30,NA,0.608,0.572
2522,tinsmith,tin,3.656,2.026,32,smith,3.667,1.971,30,NA,0.659,0.699
2523,tintable,tin,3.484,1.842,31,table,2.375,1.620,32,NA,NA,NA
2524,tintype,tin,3.406,1.604,32,type,2.433,1.073,30,NA,0.841,0.841
2525,tipoff,tip,3.938,1.950,32,off,2.833,1.367,30,NA,0.748,0.803
2526,tiptoe,tip,3.219,1.773,32,toe,4.645,1.172,31,5.27,0.795,0.724
2527,tiresome,tire,4.355,1.704,31,some,1.938,1.165,32,NA,0.914,0.864
2528,titmouse,tit,2.469,1.502,32,mouse,2.806,1.621,31,NA,0.687,0.823
2529,toadstool,toad,2.813,1.655,32,stool,2.533,1.525,30,2.53,0.657,0.798
2530,toehold,toe,3.656,1.599,32,hold,2.875,1.896,32,NA,0.943,0.873
2531,toenail,toe,5.516,1.730,31,nail,4.367,1.884,30,6.64,0.602,0.587
2532,tollgate,toll,4.750,1.503,32,gate,4.700,1.685,30,NA,0.710,0.743
2533,tollhouse,toll,3.903,1.795,31,house,3.767,1.591,30,NA,0.727,0.738
2534,tomblike,tomb,4.097,1.557,31,like,3.344,1.956,32,NA,0.963,0.942
2535,tomboy,tom,2.063,1.564,32,boy,4.100,2.040,30,NA,0.780,0.671
2536,tombstone,tomb,5.281,1.689,32,stone,4.433,1.406,30,5.71,0.577,0.673
2537,tomcat,tom,2.406,1.266,32,cat,4.645,1.624,31,NA,0.916,0.711
2538,toolmaker,tool,4.419,1.608,31,maker,3.719,2.182,32,NA,0.768,0.733
2539,toothache,tooth,5.129,1.784,31,ache,5.281,1.498,32,NA,0.552,0.578
2540,toothbrush,tooth,5.438,1.740,32,brush,4.345,1.565,29,NA,0.567,0.575
2541,toothcomb,tooth,3.452,1.947,31,comb,3.355,1.684,31,NA,0.844,0.776
2542,toothpaste,tooth,5.548,1.567,31,paste,3.828,1.560,29,NA,0.626,0.788
2543,toothpick,tooth,4.406,1.949,32,pick,3.567,1.851,30,NA,0.656,0.733
2544,toothsome,tooth,3.226,1.647,31,some,2.188,1.765,32,NA,0.735,0.643
2545,topcoat,top,3.625,1.661,32,coat,4.800,1.808,30,NA,0.868,0.590
2546,topknot,top,3.500,1.524,32,knot,3.833,1.642,30,NA,0.774,0.679
2547,topmast,top,3.938,1.501,32,mast,3.300,1.535,30,NA,0.790,0.518
2548,topmost,top,4.938,1.777,32,most,4.333,2.006,30,NA,0.643,0.928
2549,topnotch,top,5.000,1.880,31,notch,3.194,1.759,31,NA,0.768,0.715
2550,topsail,top,3.677,1.661,31,sail,3.344,2.182,32,NA,0.871,0.454
2551,topside,top,4.031,1.675,32,side,3.594,1.626,32,NA,0.812,0.793
2552,topsoil,top,3.719,1.853,32,soil,4.594,1.872,32,NA,0.894,0.470
2553,torchlight,torch,5.323,1.558,32,light,4.900,1.494,30,5.93,0.651,0.571
2554,tortoiseshell,tortoise,4.875,1.773,32,shell,4.469,1.912,32,5.93,0.744,0.901
2555,touchdown,touch,3.781,1.930,32,down,2.700,1.535,30,3.73,0.805,0.701
2556,touchstone,touch,3.387,1.453,31,stone,3.419,1.628,31,2.85,0.973,0.944
2557,towline,tow,3.781,1.581,32,line,3.690,1.734,30,NA,0.532,0.753
2558,township,town,4.871,1.586,31,ship,2.875,1.783,32,2.92,0.638,0.918
2559,townsman,towns,4.258,1.390,31,man,4.281,1.692,32,NA,NA,0.679
2560,townspeople,towns,4.226,1.543,31,people,4.594,2.127,32,NA,NA,0.626
2561,towpath,tow,3.548,1.362,31,path,3.563,1.664,32,NA,0.772,0.703
2562,towrope,tow,3.656,2.149,32,rope,3.839,1.968,31,NA,0.571,0.597
2563,tracksuit,track,4.419,1.785,31,suit,4.194,1.489,31,NA,0.836,0.611
2564,trademark,trade,3.548,1.670,31,mark,4.300,1.822,30,3.67,0.827,0.707
2565,tradesfolk,trades,4.452,1.410,31,folk,3.844,2.002,32,NA,NA,NA
2566,tradesman,trades,4.935,1.482,31,man,4.063,1.966,32,NA,NA,0.755
2567,tradespeople,trades,4.516,1.671,31,people,4.281,1.944,32,NA,NA,NA
2568,trainman,train,4.516,1.568,31,man,3.969,2.041,32,NA,0.680,0.679
2569,tramcar,tram,4.563,1.813,32,car,4.033,1.608,30,NA,0.497,0.632
2570,tramline,tram,4.467,1.776,30,line,3.581,1.587,31,NA,0.536,0.720
2571,tramway,tram,4.774,1.564,31,way,2.900,1.423,30,NA,0.459,0.893
2572,trapdoor,trap,4.645,1.780,31,door,4.656,1.843,32,NA,0.640,0.588
2573,trashcan,trash,5.581,1.628,31,can,3.933,1.596,30,NA,0.554,0.841
2574,treadmill,tread,3.500,1.796,32,mill,3.000,1.771,32,3.20,0.827,0.782
2575,treelike,tree,4.844,1.868,32,like,2.806,1.537,31,NA,0.797,0.949
2576,treetops,tree,4.419,1.728,31,tops,3.688,1.872,32,NA,NA,NA
2577,tripwire,trip,3.406,1.643,32,wire,3.938,1.622,32,NA,0.901,0.786
2578,troopship,troop,4.161,1.614,31,ship,2.968,1.639,31,NA,0.619,0.483
2579,truelove,true,4.000,1.901,32,love,5.219,1.390,32,NA,NA,0.816
2580,tugboat,tug,3.469,1.934,32,boat,4.419,1.728,31,4.67,0.533,0.484
2581,tumbleweed,tumble,3.156,1.743,32,weed,3.406,1.630,32,4.69,0.841,0.731
2582,tunafish,tuna,6.323,1.045,31,fish,5.188,1.934,32,NA,NA,NA
2583,turnabout,turn,4.452,1.546,31,about,2.813,1.784,32,NA,0.838,0.794
2584,turnaround,turn,4.313,1.958,32,around,3.767,1.775,30,NA,0.976,1.017
2585,turncoat,turn,2.844,1.505,32,coat,3.484,1.717,32,NA,0.737,0.814
2586,turnkey,turn,3.581,1.689,31,key,3.167,1.577,30,NA,0.959,0.954
2587,turnoff,turn,3.250,1.741,32,off,3.871,1.960,31,NA,0.617,0.778
2588,turnout,turn,3.645,1.780,31,out,2.433,1.547,30,NA,0.974,0.977
2589,turnover,turn,4.161,1.551,31,over,3.733,1.856,30,NA,0.926,0.951
2590,turnpike,turn,3.031,1.713,32,pike,2.967,1.426,30,NA,0.942,0.907
2591,turnstile,turn,4.226,1.875,31,stile,3.333,1.688,30,NA,0.853,0.859
2592,turntable,turn,3.844,1.903,32,table,3.367,1.884,30,NA,0.781,0.923
2593,turtledove,turtle,2.813,1.749,32,dove,3.967,1.921,30,3.07,0.839,0.818
2594,turtleneck,turtle,3.281,2.036,32,neck,4.379,1.781,29,3.43,0.814,0.658
2595,twofold,two,4.323,1.681,31,fold,2.750,1.716,32,NA,0.939,0.757
2596,twosome,two,4.032,1.703,31,some,1.781,1.137,32,NA,0.721,0.771
2597,twotiming,two,3.806,1.740,31,timing,2.938,1.881,32,NA,NA,NA
2598,typecast,type,3.581,1.501,31,cast,3.267,1.530,30,NA,0.765,0.707
2599,typeface,type,3.903,1.660,31,face,3.000,1.713,31,NA,0.812,0.816
2600,typescript,type,4.355,1.723,31,script,4.167,1.724,30,NA,0.937,0.762
2601,typeset,type,3.938,1.933,32,set,3.290,1.321,31,NA,0.977,0.946
2602,typewrite,type,5.156,1.194,32,write,4.226,1.521,31,NA,0.981,0.835
2603,underpants,under,3.677,1.720,31,pants,4.219,1.734,32,NA,0.867,0.364
2604,underpass,under,3.774,1.586,31,pass,3.750,1.829,32,NA,0.963,0.814
2605,underpay,under,3.194,1.424,31,pay,4.188,1.989,32,NA,0.903,0.665
2606,underpin,under,3.000,1.317,31,pin,3.375,1.869,32,NA,0.933,0.942
2607,underplay,under,3.097,1.221,31,play,3.188,1.700,32,NA,0.964,0.888
2608,underproof,under,2.968,1.354,31,proof,3.063,1.798,32,NA,NA,NA
2609,underquote,under,3.387,1.564,31,quote,3.906,1.803,32,NA,NA,NA
2610,underrate,under,3.645,1.380,31,rate,3.750,2.012,32,NA,0.894,0.848
2611,underscore,under,3.355,1.603,31,score,3.500,2.079,32,NA,0.973,0.877
2612,undersea,under,3.935,1.611,31,sea,4.438,1.959,32,NA,0.801,0.630
2613,underwear,under,3.710,1.488,31,wear,4.031,1.975,32,NA,0.814,0.473
2614,upbeat,up,3.581,1.928,31,beat,3.267,1.596,30,NA,0.798,0.763
2615,upcountry,up,2.875,1.581,32,country,3.633,1.790,30,NA,0.867,0.652
2616,update,up,3.156,1.568,32,date,3.367,1.829,30,3.29,0.921,0.707
2617,upend,up,3.065,1.672,31,end,2.833,1.555,30,2.91,0.820,0.765
2618,upgrade,up,4.000,1.741,32,grade,2.967,1.542,30,3.36,0.946,0.996
2619,upheld,up,3.484,1.913,31,held,3.767,1.716,30,NA,1.089,NA
2620,uphill,up,4.781,1.736,32,hill,4.625,1.600,32,6.20,0.743,0.582
2621,uphold,up,3.063,1.848,32,hold,3.600,1.610,30,3.43,1.018,0.804
2622,upkeep,up,3.125,1.581,32,keep,3.467,1.456,30,3.54,0.919,0.854
2623,uplift,up,4.156,1.706,32,lift,4.800,1.883,30,4.40,0.910,0.817
2624,upmost,up,3.323,1.661,31,most,3.700,1.932,30,NA,0.888,0.795
2625,upright,up,4.000,2.095,32,right,3.067,1.911,31,4.20,0.797,0.770
2626,upriver,up,3.156,1.668,32,river,4.067,1.680,30,NA,0.788,0.431
2627,uproar,up,3.313,1.712,32,roar,4.000,1.731,32,4.13,0.915,0.710
2628,uproot,up,3.500,1.606,32,root,3.067,1.507,30,4.53,0.816,0.723
2629,upset,up,2.219,1.475,32,set,1.938,1.538,32,1.40,0.645,0.844
2630,upshot,up,3.844,1.706,32,shot,3.000,1.203,30,2.91,0.911,0.863
2631,upside,up,4.125,1.996,32,side,2.516,1.503,31,3.80,0.696,0.680
2632,upstage,up,3.313,1.655,32,stage,3.733,1.507,30,3.40,0.848,0.554
2633,upstart,up,3.500,1.934,32,start,2.871,1.648,31,NA,0.893,0.908
2634,upstate,up,3.516,1.589,31,state,3.156,1.707,32,NA,0.796,0.686
2635,upstream,up,4.226,1.647,31,stream,4.033,1.377,30,5.13,0.919,0.538
2636,upsurge,up,3.968,1.871,31,surge,4.633,1.671,30,NA,0.966,0.483
2637,upswing,up,3.875,1.879,32,swing,3.581,1.523,31,NA,0.893,0.699
2638,uptake,up,3.906,1.766,32,take,3.906,1.731,32,NA,0.992,0.982
2639,uptight,up,3.000,1.796,32,tight,3.813,1.599,32,2.13,0.698,0.644
2640,uptown,up,3.161,1.675,31,town,3.833,1.704,30,4.36,0.729,0.666
2641,upturn,up,3.594,1.583,32,turn,3.300,1.705,31,NA,0.934,0.853
2642,useable,use,5.031,1.875,32,able,3.138,1.827,29,NA,0.805,0.837
2643,uttermost,utter,3.688,1.925,32,most,4.375,1.716,32,3.36,0.793,0.812
2644,vantagepoint,vantage,4.250,1.814,32,point,3.594,1.833,32,NA,NA,NA
2645,vicelike,vice,4.194,1.905,31,like,3.167,1.464,30,NA,NA,NA
2646,videotape,video,5.742,1.460,31,tape,5.452,1.546,31,NA,0.379,0.399
2647,viewfinder,view,4.065,1.504,31,finder,4.156,1.708,32,NA,0.768,0.791
2648,viewpoint,view,4.938,1.848,32,point,3.467,1.795,30,4.93,0.483,0.748
2649,vineyard,vine,4.290,1.637,31,yard,4.188,1.614,32,5.29,0.583,0.861
2650,viselike,vise,3.719,2.004,32,like,2.800,1.518,30,NA,NA,NA
2651,volleyball,volley,4.063,1.883,32,ball,5.531,1.234,32,NA,0.727,0.592
2652,voltmeter,volt,5.742,1.527,31,meter,4.067,1.413,30,NA,0.413,0.574
2653,wagtail,wag,3.813,2.117,32,tail,3.906,1.571,32,NA,1.007,0.870
2654,waistband,waist,4.938,1.759,32,band,4.226,1.910,31,5.57,0.442,0.887
2655,waistcoat,waist,4.839,1.594,31,coat,4.839,1.485,31,4.27,0.628,0.497
2656,waistline,waist,5.563,1.343,32,line,3.613,1.516,31,4.43,0.521,0.782
2657,walkabout,walk,4.594,1.663,32,about,2.733,1.639,30,NA,0.767,0.940
2658,walkout,walk,3.839,2.083,31,out,3.452,1.786,31,NA,0.914,0.895
2659,walkover,walk,3.903,2.135,31,over,3.533,1.961,30,NA,0.906,0.877
2660,walkways,walk,4.258,1.879,31,ways,3.484,1.871,31,NA,NA,NA
2661,wallboard,wall,4.156,1.886,32,board,4.438,2.031,32,NA,0.795,0.910
2662,wallflower,wall,3.656,1.961,32,flower,3.516,1.691,31,3.00,0.859,0.776
2663,wallpaper,wall,4.719,1.871,32,paper,5.033,1.810,30,5.79,0.722,0.751
2664,wanderlust,wander,4.250,2.095,32,lust,3.226,1.978,31,4.23,0.850,0.940
2665,wardrobe,ward,2.677,1.661,31,robe,3.313,1.905,32,NA,0.813,0.603
2666,wardroom,ward,4.581,1.478,31,room,4.833,1.683,30,NA,0.853,0.756
2667,warehouse,ware,3.906,1.766,32,house,4.600,1.694,30,NA,0.835,0.665
2668,warfare,war,4.774,1.765,31,fare,2.125,1.365,32,NA,0.561,0.893
2669,warhead,war,4.700,1.557,30,head,2.355,1.355,31,NA,0.881,0.852
2670,warhorse,war,4.156,2.002,32,horse,4.667,2.057,30,NA,0.763,0.679
2671,warlike,war,4.806,1.815,31,like,2.500,1.333,30,NA,0.707,0.838
2672,warlock,war,3.645,1.704,31,lock,2.969,1.914,32,NA,0.909,0.805
2673,warlord,war,4.563,1.740,32,lord,4.167,1.555,30,NA,0.745,0.795
2674,warmonger,war,3.871,2.045,31,monger,2.633,1.326,30,NA,0.714,0.664
2675,warmup,warm,4.125,1.737,32,up,2.600,1.673,30,NA,NA,NA
2676,warship,war,5.031,1.909,32,ship,5.094,1.477,32,NA,0.771,0.415
2677,warthog,wart,3.375,1.809,32,hog,3.710,1.936,31,NA,0.727,0.742
2678,wartime,war,5.500,1.270,32,time,4.100,1.915,30,6.31,0.538,0.809
2679,washbasin,wash,5.097,1.720,31,basin,4.710,1.395,31,NA,0.719,0.528
2680,washboard,wash,4.531,1.545,32,board,4.500,1.708,32,NA,0.666,0.901
2681,washbowl,wash,4.226,1.783,31,bowl,4.933,1.596,30,NA,0.723,0.711
2682,washcloth,wash,4.656,1.658,32,cloth,4.710,1.901,31,NA,0.507,0.719
2683,washday,wash,3.813,1.786,32,day,3.533,1.568,30,NA,0.660,0.731
2684,washout,wash,3.719,1.550,32,out,2.935,1.548,31,NA,0.803,0.829
2685,washroom,wash,4.813,1.749,32,room,4.800,1.730,30,NA,0.658,0.713
2686,washstand,wash,4.387,1.838,31,stand,4.000,1.682,30,NA,0.644,0.750
2687,wastebasket,waste,5.406,1.434,32,basket,4.438,1.803,32,6.27,0.803,0.807
2688,wasteland,waste,4.781,1.827,32,land,4.419,1.669,31,4.57,0.816,0.596
2689,wastewater,waste,4.313,2.023,32,water,3.793,1.590,29,4.79,0.646,0.605
2690,watchband,watch,4.156,1.668,32,band,3.767,1.832,30,NA,0.798,0.717
2691,watchdog,watch,4.250,1.778,32,dog,4.500,1.548,30,NA,0.838,0.792
2692,watchmaker,watch,4.867,1.306,30,maker,4.250,1.978,32,NA,0.834,0.739
2693,watchman,watch,4.258,1.673,31,man,4.531,1.859,32,NA,0.818,0.688
2694,watchstrap,watch,4.969,1.840,32,strap,4.367,1.377,30,NA,NA,NA
2695,watchtower,watch,4.355,1.854,31,tower,4.967,1.629,30,NA,0.881,0.735
2696,waterbird,water,3.968,1.958,31,bird,4.250,1.942,32,NA,0.814,0.647
2697,waterborne,water,4.710,1.736,31,borne,3.300,1.622,30,NA,0.697,0.745
2698,watercannon,water,4.419,1.649,31,cannon,4.933,1.596,30,NA,NA,NA
2699,watercolor,water,4.375,2.091,32,color,4.667,1.539,30,NA,0.812,0.687
2700,watercourse,water,4.516,1.895,31,course,4.167,1.663,30,NA,0.629,0.870
2701,waterfall,water,5.094,1.838,32,fall,3.567,1.755,30,6.27,0.649,0.706
2702,waterfowl,water,3.839,1.416,31,fowl,3.690,1.929,29,NA,0.790,0.697
2703,waterfront,water,4.903,1.469,31,front,3.167,1.487,30,5.20,0.917,0.857
2704,waterline,water,4.387,2.060,31,line,3.406,1.434,32,NA,0.766,0.798
2705,watermark,water,3.531,2.048,32,mark,4.467,1.697,30,4.20,0.949,0.817
2706,watermelon,water,3.438,1.900,32,melon,4.938,1.461,32,4.36,0.767,0.530
2707,watermill,water,4.323,1.720,31,mill,4.313,1.692,32,NA,0.839,0.482
2708,waterpower,water,4.613,1.764,31,power,3.710,1.883,31,NA,0.737,0.811
2709,waterproof,water,4.469,2.155,32,proof,2.625,1.539,32,3.79,0.761,0.784
2710,watershed,water,3.500,1.967,32,shed,3.281,1.731,32,NA,0.893,0.949
2711,waterside,water,4.484,1.913,31,side,3.100,1.062,30,NA,0.875,0.930
2712,waterskiing,water,4.290,1.792,31,skiing,4.781,1.811,32,NA,0.726,0.512
2713,waterspout,water,3.969,2.008,32,spout,3.968,1.663,31,6.46,0.694,0.721
2714,watertable,water,3.806,1.352,31,table,3.667,1.900,30,NA,NA,NA
2715,watertight,water,3.469,2.032,32,tight,3.516,1.630,31,4.54,0.767,0.723
2716,waterway,water,4.563,1.831,32,way,3.367,1.629,30,5.15,0.814,0.926
2717,waterwheel,water,4.194,1.721,31,wheel,4.219,1.957,32,NA,0.766,0.654
2718,waterwings,water,3.613,1.764,31,wings,2.813,1.746,32,NA,NA,NA
2719,waterworks,water,4.129,1.708,31,works,3.281,1.788,32,NA,0.693,0.888
2720,wavelength,wave,4.400,1.632,31,length,4.241,1.662,29,NA,0.695,0.690
2721,waxwork,wax,4.594,1.521,32,work,3.433,1.501,30,NA,0.711,0.813
2722,waylay,way,3.375,1.845,32,lay,2.750,1.351,29,NA,0.662,0.717
2723,wayside,way,3.281,1.746,32,side,3.433,1.775,30,NA,0.928,0.945
2724,weatherman,weather,4.938,1.795,32,man,4.710,1.946,31,NA,0.452,0.761
2725,weatherproof,weather,4.516,2.047,31,proof,3.034,1.842,29,NA,0.819,0.816
2726,weatherstrip,weather,3.516,1.786,31,strip,2.667,1.028,30,NA,NA,NA
2727,wedlock,wed,3.406,1.982,32,lock,2.733,1.701,30,2.82,0.866,0.864
2728,weekday,week,5.219,1.601,32,day,5.533,1.332,30,6.36,0.732,0.706
2729,weekend,week,4.375,1.845,32,end,3.552,2.114,29,6.07,0.416,0.816
2730,weeknight,week,4.000,1.880,31,night,4.733,1.721,30,NA,0.625,0.678
2731,wellborn,well,3.719,1.689,32,born,4.067,1.999,30,NA,0.604,0.729
2732,wellspring,well,3.548,1.670,31,spring,2.719,1.564,32,NA,0.895,0.775
2733,werewolf,were,2.065,1.459,31,wolf,4.688,1.978,32,2.79,0.858,0.566
2734,westbound,west,4.563,1.865,32,bound,3.733,1.639,30,NA,0.677,0.747
2735,whalebone,whale,3.719,1.922,32,bone,4.300,1.950,30,NA,0.705,0.717
2736,whatever,what,3.281,1.611,32,ever,2.767,1.654,30,3.23,0.277,0.544
2737,whatnot,what,3.656,1.842,32,not,3.167,1.704,30,2.60,0.756,0.739
2738,wheelbarrow,wheel,4.125,1.827,32,barrow,3.467,1.978,30,NA,0.687,0.636
2739,wheelbase,wheel,3.781,1.539,32,base,3.250,1.720,32,NA,0.678,0.996
2740,wheelchair,wheel,4.438,1.645,32,chair,4.742,1.591,31,NA,0.696,0.628
2741,wheelwright,wheel,2.844,1.526,32,wright,2.969,1.760,32,NA,0.918,0.766
2742,whenever,when,4.000,1.867,32,ever,3.133,1.978,30,4.00,0.362,0.560
2743,whereas,where,2.781,1.699,32,as,2.781,1.791,32,NA,0.935,0.767
2744,whereat,where,4.903,1.777,31,at,3.633,2.141,30,NA,0.778,0.853
2745,whereby,where,3.781,1.736,32,by,2.667,1.470,30,NA,0.990,0.664
2746,wherefore,where,3.594,1.739,32,fore,2.967,1.564,30,NA,0.836,0.768
2747,wherein,where,3.813,1.595,32,in,3.586,1.862,29,NA,0.884,0.802
2748,whereof,where,3.387,1.542,31,of,2.767,1.695,31,NA,0.936,0.843
2749,whereon,where,3.406,1.583,32,on,3.033,1.829,30,NA,0.832,0.817
2750,whereupon,where,3.875,1.621,32,upon,3.433,1.382,30,NA,0.807,0.706
2751,wherever,where,4.219,1.791,32,ever,2.419,1.501,31,NA,0.421,0.669
2752,wherewith,where,3.767,1.654,30,with,2.774,1.521,31,NA,0.865,0.736
2753,whetstone,whet,2.969,1.909,32,stone,3.700,1.705,30,3.70,1.007,0.792
2754,whichever,which,3.969,1.636,32,ever,2.667,1.446,30,3.33,0.694,0.767
2755,whiplash,whip,4.097,1.680,31,lash,3.516,1.860,31,NA,0.844,0.809
2756,whirlpool,whirl,4.719,1.853,32,pool,3.290,1.616,31,5.53,0.820,0.683
2757,whirlwind,whirl,4.313,1.615,32,wind,4.200,1.864,30,5.27,0.671,0.651
2758,whitecap,white,3.469,2.079,32,cap,4.133,1.961,30,NA,0.969,0.915
2759,whitehead,white,4.000,1.778,32,head,2.700,1.601,30,NA,0.974,0.907
2760,whitetail,white,2.906,1.634,32,tail,3.233,1.431,30,NA,0.696,0.709
2761,whitewash,white,4.531,1.586,32,wash,3.300,1.643,30,NA,0.804,0.888
2762,whoever,who,4.774,1.687,31,ever,2.633,1.732,30,3.57,0.346,0.650
2763,wholemeal,whole,2.871,1.996,31,meal,3.625,1.661,32,NA,0.912,0.768
2764,wholesale,whole,3.742,1.413,31,sale,4.800,1.750,30,3.47,0.851,0.693
2765,wholesome,whole,4.581,1.566,31,some,2.500,1.929,32,3.73,0.844,0.825
